YEARLY_INCOME,CURRENT_SAVINGS_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_YEARLY_INCOME_RATIO,YEARLY_CLOTHING_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_CURRENT_DEBT_RATIO,YEARLY_EDUCATION_TO_YEARLY_INCOME_RATIO,YEARLY_EDUCATION_TO_CURRENT_SAVINGS_RATIO,YEARLY_EDUCATION_TO_CURRENT_DEBT_RATIO,YEARLY_ENTERTAINMENT_TO_YEARLY_INCOME_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_SAVINGS_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_DEBT_RATIO,YEARLY_LOAN_FINES_TO_YEARLY_INCOME_RATIO,YEARLY_LOAN_FINES_TO_CURRENT_SAVINGS_RATIO,YEARLY_LOAN_FINES_CURRENT_DEBT_RATIO,YEARLY_GAMBLING_TO_YEARLY_INCOME_RATIO,YEARLY_GAMBLING_TO_CURRENT_SAVINGS_RATIO,YEARLY_GAMBLING_TO_CURRENT_DEBT_RATIO,YEARLY_GROCERIES_TO_YEARLY_INCOME_RATIO,YEARLY_GROCERIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_GROCERIES_TO-CURRENT_DEBT_RATIO,YEARLY_HEALTH_TO_YEARLY_INCOME_RATIO,YEARLY_HEALTH__TO_CURRENT_SAVINGS_RATIO,YEARLY_HEALTH_TO_CURRENT_DEBT_RATIO,YEARLY_HOUSING_TO_YEARLY_INCOME_RATIO,YEARLY_HOUSING_TO_CURRENT_SAVINGS_RATIO,YEARLY_HOUSING_TO_CURRENT_DEBT_RATIO,YEARLY_TAX_TO_YEARLY_INCOME_RATIO,YEARLY_TAX_TO_CURRENT_SAVINGS_RATIO,YEARLY_TAX_TO_CURRENT_DEBT_RATIO,YEARLY_TRAVEL_TO_YEARLY_INCOME_RATIO,YEARLY_TRAVEL_TO_CURRENT_SAVINGS_RATIO,YEARLY_TRAVEL_TO_CURRENT_DEBT_RATIO,YEARLY_UTILITIES_TO_YEARLY_INCOME_RATIO,YEARLY_UTILITIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_UTILITIES_TO_CURRENT_DEBT_RATIO,YEARLY_EXPENDITURE_TO_YEARLY_INCOME_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_SAVINGS_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_DEBT_RATIO,CREDIT_SCORE
15973,8.6,0.3,0.0349,0.0292,0.0034,0.0972,0,0,0,0.1553,0.0181,0.5175,0,0,0,0,0,0,0.1913,0.0222,0.6375,0.1756,0.0204,0.5854,0,0,0,0.0083,0.001,0.0275,0.3684,0.0428,1.2281,0.072,0.0084,0.24,1,0.1163,3.3333,655
115261,2.75,2.9167,1.0606,0.0222,0.0081,0.0076,0,0,0,0.2772,0.1008,0.095,0,0,0,0.0673,0.0245,0.0231,0.1137,0.0413,0.039,0.032,0.0116,0.011,0,0,0,0.0528,0.0192,0.0181,0.2045,0.0744,0.0701,0.0636,0.0231,0.0218,0.8333,0.303,0.2857,577
10488,0.375,0,0,0.0113,0.03,0,0.0313,0.0834,0,0.5465,1.4574,0.1123,0,0,0,0,0,0,0.0655,0.1747,0.1729,0,0,0.3762,0,0,0,0,0,0.0292,0.5954,1.5878,0,0,0,0.0889,1.25,3.3333,0.1481,629
82477,3.6,2.1,0.5833,0.0531,0.0147,0.0253,0,0,0,0.0494,0.0137,0.0235,0.0031,0.0009,0.0015,0.0142,0.004,0.0068,0.3384,0.094,0.1611,0.0629,0.0175,0.0299,0.3585,0.0996,0.1707,0.0331,0.0092,0.0158,0,0,0,0.0873,0.0242,0.0416,1,0.2778,0.4762,585
177306,3.0833,9.3333,3.027,0.0442,0.0143,0.0047,0.0358,0.0116,0.0038,0.1736,0.0563,0.0186,0,0,0,0,0,0,0.1225,0.0397,0.0131,0.044,0.0143,0.0047,0,0,0,0.0547,0.0177,0.0059,0.2869,0.0931,0.0307,0.0715,0.0232,0.0077,0.8333,0.2703,0.0893,593
128862,0.9,0.8,0.8889,0.0414,0.046,0.0518,0.0794,0.0882,0.0992,0.2393,0.2659,0.2991,0,0,0,0,0,0,0.0656,0.0729,0.082,0.0211,0.0235,0.0264,0,0,0,0.0329,0.0365,0.0411,0.4807,0.5341,0.6009,0.0397,0.0441,0.0496,1,1.1111,1.25,655
42852,6,3.4167,0.5694,0.0289,0.0048,0.0084,0,0,0,0.067,0.0112,0.0196,0,0,0,0.0232,0.0039,0.0068,0.4751,0.0792,0.1391,0.053,0.0088,0.0155,0,0,0,0.0545,0.0091,0.0159,0,0,0,0.1316,0.0219,0.0385,0.8333,0.1389,0.2439,639
44600,0.6364,4.4545,6.9999,0.0592,0.0931,0.0133,0,0,0,0.1796,0.2822,0.0403,0,0,0,0,0,0,0.0669,0.1052,0.015,0.0353,0.0555,0.0079,0,0,0,0.0252,0.0396,0.0057,0.5126,0.8054,0.1151,0.0303,0.0476,0.0068,0.9091,1.4285,0.2041,590
59164,1.1,6.4,5.8182,0.1128,0.1025,0.0176,0.0598,0.0543,0.0093,0.1808,0.1643,0.0282,0,0,0,0,0,0,0.0525,0.0477,0.0082,0.0227,0.0207,0.0035,0.1714,0.1558,0.0268,0.0248,0.0226,0.0039,0.3455,0.3141,0.054,0.0298,0.0271,0.0047,1,0.9091,0.1562,614
0,9.1476,0,2.2249,0.0266,0,0,0.1999,0,0,0.2594,0,0,0.0022,0,0,0.0313,0.058,0.0261,0.2285,0.1154,0.0519,0.0533,0.0254,0.0114,0.0859,0,0,0.0336,0,0,0.3216,0,0,0.0317,0.0511,0.023,0.9471,0.25,0.1124,594
146815,3.9091,5.3636,1.3721,0.0329,0.0084,0.0061,0,0,0,0.1652,0.0423,0.0308,0,0,0,0.0577,0.0148,0.0108,0.1118,0.0286,0.0208,0.0331,0.0085,0.0062,0.1601,0.0409,0.0298,0.0495,0.0127,0.0092,0.2397,0.0613,0.0447,0.0592,0.0151,0.011,0.9091,0.2326,0.1695,571
117027,1.1,2.7,2.4545,0.0801,0.0728,0.0297,0.0557,0.0506,0.0206,0.2002,0.182,0.0741,0,0,0,0,0,0,0.0655,0.0595,0.0242,0.0171,0.0155,0.0063,0.16,0.1454,0.0592,0.0232,0.0211,0.0086,0.3703,0.3367,0.1372,0.028,0.0254,0.0104,1,0.9091,0.3704,621
237213,3.9091,11,2.814,0.0164,0.0042,0.0015,0,0,0,0.211,0.054,0.0192,0,0,0,0.0641,0.0164,0.0058,0.1442,0.0369,0.0131,0.0354,0.009,0.0032,0,0,0,0.0595,0.0152,0.0054,0.3007,0.0769,0.0273,0.0779,0.0199,0.0071,0.9091,0.2326,0.0826,505
0,7.2934,4.9587,0.0244,0.089,0,0,0.0829,0,0,0,0,0,0.0004,0,0,0.0689,0,0,0.1519,0.0198,0.814,0.076,0.0032,0.1332,0.2737,0.0311,1.2757,0.002,0,0,0.4273,0.1789,7.3377,0.0536,0.0108,0.4446,0.803,0.2439,10.0053,621
249476,1.6429,5.1429,3.1304,0.0694,0.0422,0.0135,0,0,0,0.1576,0.0959,0.0306,0,0,0,0.0886,0.0539,0.0172,0.1691,0.103,0.0329,0.085,0.0518,0.0165,0,0,0,0.0625,0.038,0.0122,0,0,0,0.082,0.0499,0.016,0.7143,0.4348,0.1389,606
23663,5.8,1.8,0.3103,0.0278,0.0048,0.0154,0,0,0,0.1992,0.0343,0.1107,0,0,0,0,0,0,0.223,0.0384,0.1239,0.0912,0.0157,0.0507,0,0,0,0.0112,0.0019,0.0062,0.3554,0.0613,0.1975,0.0923,0.0159,0.0513,1,0.1724,0.5556,643
316549,7.8333,8.9167,1.1383,0.0395,0.005,0.0044,0,0,0,0.0293,0.0037,0.0033,0,0,0,0.0089,0.0011,0.001,0.2212,0.0282,0.0248,0.0343,0.0044,0.0038,0.2352,0.03,0.0264,0.0237,0.003,0.0027,0.1843,0.0235,0.0207,0.0568,0.0073,0.0064,0.8333,0.1064,0.0935,505
36201,8.8888,1.7778,0.2,0.0222,0.0025,0.0125,0,0,0,0.1246,0.014,0.0701,0,0,0,0,0,0,0.1538,0.0173,0.0865,0.109,0.0123,0.0613,0.2613,0.0294,0.147,0.0064,0.0007,0.0036,0.3761,0.0423,0.2116,0.0577,0.0065,0.0324,1.1111,0.125,0.625,620
90599,10.5,1,0.0952,0.0466,0.0044,0.0466,0,0,0,0.1413,0.0135,0.1413,0,0,0,0.0078,0.0007,0.0078,0.1239,0.0118,0.1239,0.1006,0.0096,0.1006,0.2094,0.0199,0.2094,0.0056,0.0005,0.0056,0.3183,0.0303,0.3183,0.0466,0.0044,0.0466,1,0.0952,1,617
208362,6.3,10.7,1.6984,0.0428,0.0068,0.004,0,0,0,0.0589,0.0093,0.0055,0,0,0,0,0,0,0.3751,0.0595,0.0351,0.0803,0.0127,0.0075,0,0,0,0.0402,0.0064,0.0038,0.3063,0.0486,0.0286,0.0965,0.0153,0.009,1,0.1587,0.0935,565
255662,3.0909,7.3636,2.3824,0.0618,0.02,0.0084,0.0306,0.0099,0.0042,0.1377,0.0445,0.0187,0,0,0,0.0525,0.017,0.0071,0.1265,0.0409,0.0172,0.0073,0.0024,0.001,0,0,0,0.0465,0.015,0.0063,0.385,0.1246,0.0523,0.0612,0.0198,0.0083,0.9091,0.2941,0.1235,557
144719,4.7273,7.4546,1.5769,0.0285,0.006,0.0038,0,0,0,0.0526,0.0111,0.0071,0,0,0,0.0175,0.0037,0.0023,0.3212,0.0679,0.0431,0.0797,0.0169,0.0107,0,0,0,0.0426,0.009,0.0057,0.2651,0.0561,0.0356,0.102,0.0216,0.0137,0.9091,0.1923,0.122,570
311658,2.5,14.7,5.88,0.0306,0.0122,0.0021,0.1142,0.0457,0.0078,0.0427,0.0171,0.0029,0,0,0,0.0064,0.0026,0.0004,0.2361,0.0945,0.0161,0.0225,0.009,0.0015,0.2511,0.1005,0.0171,0.0211,0.0084,0.0014,0.2145,0.0858,0.0146,0.0608,0.0243,0.0041,1,0.4,0.068,477
318996,5.6364,10.8182,1.9194,0.0218,0.0039,0.002,0.0926,0.0164,0.0086,0.0325,0.0058,0.003,0,0,0,0,0,0,0.2125,0.0377,0.0196,0.0775,0.0138,0.0072,0.2036,0.0361,0.0188,0.0188,0.0033,0.0017,0.2005,0.0356,0.0185,0.0492,0.0087,0.0045,0.9091,0.1613,0.084,562
9089,0.5556,4,7.1992,0.0414,0.0745,0.0103,0.2472,0.445,0.0618,0.092,0.1655,0.023,0,0,0,0.0306,0.055,0.0076,0.1581,0.2846,0.0395,0.0237,0.0426,0.0059,0.0911,0.164,0.0228,0,0,0,0.3994,0.7188,0.0998,0.0277,0.0499,0.0069,1.1111,1.9998,0.2778,559
0,3.7176,3.9853,1.6667,0.0669,0,0,0.0811,0,0,0.2237,0,0,0.001,0,0,0.0538,0,0,0.0869,0.0184,0.0111,0.0096,0.0026,0.0015,0,0.0228,0.0137,0,0,0,0.2743,0.2261,0.1357,0.0474,0.0079,0.0048,1.2171,0.2778,0.1667,575
95443,2.5454,0.8182,0.3214,0.0508,0.02,0.0621,0,0,0,0.0368,0.0145,0.045,0,0,0,0,0,0,0.3021,0.1187,0.3692,0.077,0.0302,0.0941,0,0,0,0.0303,0.0119,0.0371,0.3388,0.1331,0.4141,0.0733,0.0288,0.0896,0.9091,0.3571,1.1111,609
165547,4.2727,2.3636,0.5532,0.068,0.0159,0.0288,0.0317,0.0074,0.0134,0.1198,0.028,0.0507,0,0,0,0.0613,0.0143,0.0259,0.1309,0.0306,0.0554,0.0607,0.0142,0.0257,0,0,0,0.0525,0.0123,0.0222,0.321,0.0751,0.1358,0.0633,0.0148,0.0268,0.9091,0.2128,0.3846,596
0,6.1233,0.8212,1.6178,0.0557,0,0,0.1195,0,0,0.1532,0,0,0,0,0,0,0,0,0.1726,0.1913,0.1182,0.0095,0.0202,0.0125,0,0,0,0.0184,0,0,0.2585,0,0,0.0278,0.0827,0.0511,0.8491,0.2941,0.1818,677
5461,0.7001,4.9,6.9995,0.0441,0.063,0.009,0,0,0,0.1732,0.2474,0.0354,0,0,0,0.0606,0.0866,0.0124,0.2346,0.3351,0.0479,0.0238,0.034,0.0049,0,0,0,0,0,0,0.4129,0.5899,0.0843,0.0507,0.0725,0.0104,1,1.4285,0.2041,632
208803,3.1429,9.0714,2.8864,0.0629,0.02,0.0069,0,0,0,0.1169,0.0372,0.0129,0,0,0,0,0,0,0.0983,0.0313,0.0108,0.0345,0.011,0.0038,0,0,0,0.0509,0.0162,0.0056,0.2895,0.0921,0.0319,0.0614,0.0195,0.0068,0.7143,0.2273,0.0787,624
172700,1.8333,2.5833,1.4091,0.0929,0.0507,0.036,0.0522,0.0285,0.0202,0.1979,0.108,0.0766,0,0,0,0,0,0,0.2144,0.117,0.083,0.0993,0.0542,0.0384,0,0,0,0.072,0.0393,0.0279,0,0,0,0.1046,0.0571,0.0405,0.8333,0.4545,0.3226,643
4134,0.143,0,0,0.009,0.0626,0.1316,0.0329,0.2301,0.0274,0.4115,2.8782,0.1536,0,0,0,0,0,0.0026,0.0612,0.4281,0,0,0,0.0497,0,0,0,0,0,0.0584,0.9141,6.3942,0,0,0,0.0474,1.4286,9.9932,0.851,678
16112,9.4544,0.3636,0.0385,0.0115,0.0012,0.0316,0,0,0,0.1758,0.0186,0.4834,0,0,0,0.0114,0.0012,0.0314,0.1504,0.0159,0.4137,0.1071,0.0113,0.2944,0,0,0,0.0061,0.0006,0.0169,0.3903,0.0413,1.0734,0.0564,0.006,0.1551,0.9091,0.0962,2.4999,607
403087,1.25,5,4,0.0809,0.0647,0.0162,0.0235,0.0188,0.0047,0.0909,0.0727,0.0182,0,0,0,0,0,0,0.0971,0.0777,0.0194,0.0277,0.0222,0.0055,0.1262,0.101,0.0252,0.039,0.0312,0.0078,0.3007,0.2405,0.0601,0.0473,0.0378,0.0095,0.8333,0.6667,0.1667,614
185860,7.6,5.6,0.7368,0.042,0.0055,0.0075,0,0,0,0.032,0.0042,0.0057,0,0,0,0.0092,0.0012,0.0016,0.2762,0.0363,0.0493,0.0677,0.0089,0.0121,0.2589,0.0341,0.0462,0.0261,0.0034,0.0047,0.2253,0.0296,0.0402,0.0628,0.0083,0.0112,1,0.1316,0.1786,551
17013,1,13.7775,13.7775,0.0719,0.0719,0.0052,0,0,0,0.2446,0.2446,0.0178,0,0,0,0.0884,0.0884,0.0064,0.3094,0.3094,0.0225,0.0798,0.0798,0.0058,0.2418,0.2418,0.0175,0,0,0,0,0,0,0.0752,0.0752,0.0055,1.1111,1.1111,0.0806,464
114715,0.5,4.4,8.7999,0.1129,0.2258,0.0257,0,0,0,0.2274,0.4548,0.0517,0,0,0,0,0,0,0.0659,0.1318,0.015,0.0462,0.0923,0.0105,0,0,0,0.0231,0.0462,0.0052,0.4967,0.9933,0.1129,0.0279,0.0558,0.0063,1,2,0.2273,570
59514,2.3,8.1,3.5217,0.0174,0.0076,0.0021,0.1833,0.0797,0.0226,0.0494,0.0215,0.0061,0,0,0,0.0158,0.0069,0.0019,0.3253,0.1414,0.0402,0.0511,0.0222,0.0063,0,0,0,0.0407,0.0177,0.005,0.219,0.0952,0.027,0.098,0.0426,0.0121,1,0.4348,0.1235,561
73060,11.8,0.4,0.0339,0.0515,0.0044,0.1286,0,0,0,0.1096,0.0093,0.2741,0,0,0,0.0083,0.0007,0.0207,0.1351,0.0115,0.3378,0.0939,0.008,0.2347,0.2302,0.0195,0.5754,0.0056,0.0005,0.0139,0.3146,0.0267,0.7866,0.0512,0.0043,0.1281,1,0.0847,2.5,655
99921,2.2857,6.5714,2.875,0.031,0.0136,0.0047,0,0,0,0.1255,0.0549,0.0191,0,0,0,0,0,0,0.1334,0.0584,0.0203,0.0274,0.012,0.0042,0,0,0,0.0551,0.0241,0.0084,0.2753,0.1204,0.0419,0.0665,0.0291,0.0101,0.7143,0.3125,0.1087,621
76768,2.3333,7.6667,3.2857,0.044,0.0189,0.0057,0.0417,0.0179,0.0054,0.1592,0.0682,0.0208,0,0,0,0.0885,0.0379,0.0115,0.1605,0.0688,0.0209,0.0202,0.0086,0.0026,0,0,0,0.0691,0.0296,0.009,0,0,0,0.0835,0.0358,0.0109,0.6667,0.2857,0.087,564
0,1.724,0,14.288,0.0891,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0.4787,0.0335,0.0284,0.0547,0.0038,0.0166,0.6637,0.0465,0,0,0,0.7301,0,0,0.1086,0.2317,0.0162,0.7998,1.4288,0.1,672
233016,1.4286,2.8571,2,0.046,0.0322,0.0161,0.022,0.0154,0.0077,0.0837,0.0586,0.0293,0,0,0,0.0351,0.0246,0.0123,0.087,0.0609,0.0304,0.0307,0.0215,0.0107,0,0,0,0.0366,0.0256,0.0128,0.329,0.2303,0.1152,0.0441,0.0309,0.0155,0.7143,0.5,0.25,633
398023,2.5,5.25,2.1,0.056,0.0224,0.0107,0,0,0,0.102,0.0408,0.0194,0,0,0,0,0,0,0.0969,0.0388,0.0185,0.04,0.016,0.0076,0.1263,0.0505,0.0241,0.0358,0.0143,0.0068,0.3295,0.1318,0.0628,0.0469,0.0188,0.0089,0.8333,0.3333,0.1587,657
77055,1.4,1.7,1.2143,0.0882,0.063,0.0519,0,0,0,0.2724,0.1946,0.1603,0,0,0,0.0813,0.0581,0.0478,0.0505,0.0361,0.0297,0.0082,0.0059,0.0048,0.1401,0.1001,0.0824,0.0203,0.0145,0.0119,0.3147,0.2248,0.1851,0.0243,0.0173,0.0143,1,0.7143,0.5882,575
263334,2.3333,2.7333,1.1714,0.0433,0.0186,0.0158,0.018,0.0077,0.0066,0.068,0.0292,0.0249,0,0,0,0,0,0,0.0858,0.0368,0.0314,0.0335,0.0144,0.0123,0.0964,0.0413,0.0353,0.0273,0.0117,0.01,0.2587,0.1109,0.0946,0.0357,0.0153,0.0131,0.6667,0.2857,0.2439,647
127988,3.7273,13.5455,3.6341,0.0762,0.0204,0.0056,0,0,0,0.1192,0.032,0.0088,0,0,0,0,0,0,0.1303,0.035,0.0096,0.0604,0.0162,0.0045,0,0,0,0.0523,0.014,0.0039,0.4078,0.1094,0.0301,0.0629,0.0169,0.0046,0.9091,0.2439,0.0671,522
50906,1.7,6.5,3.8235,0.0772,0.0454,0.0119,0.1002,0.059,0.0154,0.306,0.18,0.0471,0,0,0,0,0,0,0.1107,0.0651,0.017,0.0275,0.0162,0.0042,0.2868,0.1687,0.0441,0.0415,0.0244,0.0064,0,0,0,0.0501,0.0295,0.0077,1,0.5882,0.1538,600
12004,8.9,0.4,0.0449,0.0272,0.0031,0.0679,0,0,0,0.2455,0.0276,0.6137,0,0,0,0,0,0,0.1624,0.0183,0.4061,0.0592,0.0067,0.1481,0.4045,0.0455,1.0112,0.011,0.0012,0.0275,0,0,0,0.0901,0.0101,0.2253,1,0.1124,2.4998,599
33308,7,3.1818,0.4545,0.0594,0.0085,0.0187,0,0,0,0.0779,0.0111,0.0245,0,0,0,0,0,0,0.4838,0.0691,0.1521,0.0666,0.0095,0.0209,0,0,0,0.0648,0.0093,0.0204,0,0,0,0.1564,0.0223,0.0492,0.9091,0.1299,0.2857,663
48768,15.6668,0.2222,0.0142,0.0213,0.0014,0.0959,0,0,0,0.2189,0.014,0.9851,0,0,0,0,0,0,0.1949,0.0124,0.8769,0.1789,0.0114,0.8052,0,0,0,0.0086,0.0005,0.0388,0.4155,0.0265,1.8699,0.073,0.0047,0.3285,1.1111,0.0709,5.0002,655
11645,0.3,1.9,6.3326,0.0299,0.0996,0.0157,0,0,0,0.2809,0.9362,0.1478,0,0,0,0,0,0,0.3005,1.0014,0.1581,0.0262,0.0873,0.0138,0.2769,0.923,0.1458,0,0,0,0,0,0,0.0856,0.2853,0.0451,1,3.3329,0.5263,610
131299,1,10.9091,10.9091,0.0649,0.0649,0.006,0,0,0,0.1343,0.1343,0.0123,0,0,0,0,0,0,0.1258,0.1258,0.0115,0.0804,0.0804,0.0074,0,0,0,0.0507,0.0507,0.0046,0.3919,0.3919,0.0359,0.0611,0.0611,0.0056,0.9091,0.9091,0.0833,536
188257,1.9286,2.2857,1.1852,0.054,0.028,0.0236,0.0372,0.0193,0.0163,0.1394,0.0723,0.061,0,0,0,0,0,0,0.1255,0.0651,0.0549,0.0328,0.017,0.0144,0.1996,0.1035,0.0873,0.0514,0.0267,0.0225,0,0,0,0.0743,0.0385,0.0325,0.7143,0.3704,0.3125,637
288302,3.3571,10.1429,3.0213,0.0404,0.012,0.004,0.023,0.0069,0.0023,0.0863,0.0257,0.0085,0,0,0,0.0502,0.015,0.0049,0.1071,0.0319,0.0106,0.0179,0.0053,0.0018,0.1234,0.0368,0.0122,0.0381,0.0114,0.0038,0.1821,0.0542,0.018,0.0456,0.0136,0.0045,0.7143,0.2128,0.0704,528
202452,1.8,6.8,3.7778,0.0325,0.018,0.0048,0.019,0.0106,0.0028,0.1032,0.0573,0.0152,0,0,0,0.0367,0.0204,0.0054,0.0886,0.0492,0.013,0.0259,0.0144,0.0038,0,0,0,0.0316,0.0176,0.0046,0.2912,0.1618,0.0428,0.038,0.0211,0.0056,0.6667,0.3704,0.098,527
80891,11,0.8,0.0727,0.0208,0.0019,0.0261,0,0,0,0.1198,0.0109,0.1497,0,0,0,0,0,0,0.1576,0.0143,0.197,0.1823,0.0166,0.2279,0,0,0,0.0065,0.0006,0.0082,0.4582,0.0417,0.5728,0.0547,0.005,0.0684,1,0.0909,1.25,607
21411,12.5,1.8,0.144,0.0298,0.0024,0.0166,0,0,0,0.1783,0.0143,0.099,0,0,0,0.0093,0.0007,0.0052,0.1651,0.0132,0.0917,0.1517,0.0121,0.0843,0,0,0,0.0073,0.0006,0.004,0.3966,0.0317,0.2203,0.062,0.005,0.0345,1,0.08,0.5556,643
19722,0.0909,0,0,0.0137,0.1511,0,0.0248,0.2733,0.0051,0.3312,3.6431,0.0869,0,0,0.0004,0,0,0.0071,0.0514,0.5655,0,0,0,0,0,0,0.1429,0,0,0.0123,0.4879,5.3664,0,0,0,0,0.9091,9.9994,2.783,615
111234,1.2727,1.5455,1.2143,0.0478,0.0375,0.0309,0.0581,0.0457,0.0376,0.1775,0.1394,0.1148,0,0,0,0.101,0.0794,0.0654,0.0541,0.0425,0.035,0.0125,0.0099,0.0081,0.1668,0.131,0.1079,0.0242,0.019,0.0156,0.2381,0.1871,0.1541,0.029,0.0228,0.0188,0.9091,0.7143,0.5882,626
473959,2.5714,2.8571,1.1111,0.0368,0.0143,0.0129,0,0,0,0.1007,0.0392,0.0353,0,0,0,0,0,0,0.0874,0.034,0.0306,0.0202,0.0079,0.0071,0.1137,0.0442,0.0398,0.0351,0.0137,0.0123,0.2781,0.1081,0.0973,0.0422,0.0164,0.0148,0.7143,0.2778,0.25,800
178893,8.7,16.6,1.908,0.0285,0.0033,0.0017,0.1223,0.0141,0.0074,0.0329,0.0038,0.002,0,0,0,0.0101,0.0012,0.0006,0.2811,0.0323,0.0169,0.0333,0.0038,0.002,0.269,0.0309,0.0162,0.0248,0.0029,0.0015,0.1328,0.0153,0.008,0.0651,0.0075,0.0039,1,0.1149,0.0602,488
9805,0.8332,0,0,0.005,0.006,0.1791,0,0,0,0.8482,1.018,0,0,0,0,0,0,0,0.081,0.0972,0,0,0,0,0,0,0,0,0,0.0642,0.7324,0.8789,0.1805,0,0,0.0698,1.6666,2.0001,0.8327,664
402919,0.9286,5.2857,5.6923,0.0649,0.0699,0.0123,0,0,0,0.1076,0.1158,0.0204,0,0,0,0.0438,0.0472,0.0083,0.0983,0.1059,0.0186,0.0399,0.0429,0.0075,0,0,0,0.0362,0.039,0.0069,0.2759,0.2972,0.0522,0.0476,0.0512,0.009,0.7143,0.7692,0.1351,563
11706,1,2.6249,2.6249,0.137,0.137,0.0522,0,0,0,0.2867,0.2867,0.1092,0,0,0,0,0,0,0.4043,0.4043,0.154,0.0526,0.0526,0.02,0.2818,0.2818,0.1074,0,0,0,0,0,0,0.0875,0.0875,0.0333,1.25,1.25,0.4762,663
230630,2.2308,6,2.6897,0.0374,0.0168,0.0062,0,0,0,0.1201,0.0538,0.02,0,0,0,0,0,0,0.0909,0.0408,0.0152,0.0423,0.019,0.0071,0.1186,0.0532,0.0198,0.0336,0.0151,0.0056,0.2823,0.1266,0.0471,0.0439,0.0197,0.0073,0.7692,0.3448,0.1282,627
63931,10.5,1,0.0952,0.0267,0.0025,0.0267,0,0,0,0.1406,0.0134,0.1406,0,0,0,0.0112,0.0011,0.0112,0.142,0.0135,0.142,0.082,0.0078,0.082,0.2407,0.0229,0.2407,0.0053,0.0005,0.0053,0.2981,0.0284,0.2981,0.0535,0.0051,0.0535,1,0.0952,1,616
275408,6.9167,16.1667,2.3373,0.0256,0.0037,0.0016,0.1073,0.0155,0.0066,0.038,0.0055,0.0024,0,0,0,0.0079,0.0011,0.0005,0.1931,0.0279,0.0119,0.0122,0.0018,0.0008,0.2358,0.0341,0.0146,0.0198,0.0029,0.0012,0.1366,0.0198,0.0085,0.057,0.0082,0.0035,0.8333,0.1205,0.0515,557
31687,12.3,2,0.1626,0.0346,0.0028,0.0173,0,0,0,0.1867,0.0152,0.0934,0,0,0,0,0,0,0.22,0.0179,0.11,0.117,0.0095,0.0585,0,0,0,0.0094,0.0008,0.0047,0.3469,0.0282,0.1734,0.0855,0.007,0.0427,1,0.0813,0.5,644
91298,1.1,7.3,6.6363,0.1524,0.1385,0.0209,0.0559,0.0508,0.0077,0.1693,0.1539,0.0232,0,0,0,0,0,0,0.0643,0.0584,0.0088,0.0264,0.024,0.0036,0.1592,0.1448,0.0218,0.0192,0.0175,0.0026,0.3256,0.296,0.0446,0.0277,0.0252,0.0038,1,0.9091,0.137,588
25842,5.6666,1.7778,0.3137,0.0086,0.0015,0.0048,0,0,0,0.1761,0.0311,0.0991,0,0,0,0,0,0,0.19,0.0335,0.1069,0.0373,0.0066,0.021,0.3575,0.0631,0.2011,0.0093,0.0016,0.0052,0.2528,0.0446,0.1422,0.0795,0.014,0.0447,1.1111,0.1961,0.625,605
181639,3,9,3,0.0558,0.0186,0.0062,0.0333,0.0111,0.0037,0.1263,0.0421,0.014,0,0,0,0,0,0,0.1334,0.0445,0.0148,0.017,0.0057,0.0019,0,0,0,0.0555,0.0185,0.0062,0.226,0.0753,0.0251,0.0668,0.0223,0.0074,0.7143,0.2381,0.0794,616
20846,12.8888,1.1111,0.0862,0.0625,0.0048,0.0562,0,0,0,0.3418,0.0265,0.3076,0.0013,0.0001,0.0012,0.0254,0.002,0.0228,0.3409,0.0265,0.3068,0.1978,0.0153,0.1781,0,0,0,0.0137,0.0011,0.0123,0,0,0,0.1277,0.0099,0.1149,1.1111,0.0862,1,584
21596,0.1,2.8,27.9949,0.0164,0.1644,0.0059,0,0,0,0.1545,1.5449,0.0552,0,0,0,0,0,0,0.1829,1.8282,0.0653,0.019,0.1903,0.0068,0.1501,1.5005,0.0536,0,0,0,0.4304,4.3032,0.1537,0.0467,0.4667,0.0167,1,9.9981,0.3571,624
42650,6.1819,1,0.1618,0.0385,0.0062,0.0385,0,0,0,0.2205,0.0357,0.2205,0,0,0,0.0197,0.0032,0.0197,0.3098,0.0501,0.3098,0.2069,0.0335,0.2069,0,0,0,0.0121,0.002,0.0121,0,0,0,0.1016,0.0164,0.1016,0.9091,0.1471,0.9091,614
130724,1.25,10.1667,8.1333,0.0884,0.0707,0.0087,0,0,0,0.2584,0.2067,0.0254,0,0,0,0,0,0,0.2128,0.1703,0.0209,0.0858,0.0686,0.0084,0,0,0,0.0854,0.0684,0.0084,0,0,0,0.1025,0.082,0.0101,0.8333,0.6667,0.082,551
